Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Mozambique,MOZ,2012,11.4,21.42795526,26.5,22.80765028,2298.0,24475186.0,5666708.575730001,2904593.85552,2123458.39917,182543.641641,2202417.3151599998,600897.639572,502039.556097,388120.51232399995,693122.572112,171457.777877,62854.5261727,178161.466954,227305.53972899998,428108.59514299995,369948.102297,241847.3548,690852.4182020001,233124.99699299998,2052.82180377,20847.8785925,65944.2173351,114343.9073,521924.982543,21.3
Mozambique,MOZ,2013,11.7,21.47016645,27.2,22.87820947,2283.0,25028313.0,5527994.4261,2812033.6066400004,1990733.6261200001,181799.663719,2171646.10327,592854.887309,486917.087451,402142.150467,705163.300996,174600.404856,62354.28548,179481.282223,234385.32397399997,441496.55359300005,377286.26561,249127.63241599998,702802.712905,238400.059094,8118.25500603,18429.4560211,68386.70225449999,117444.143045,530522.0724760001,21.8
Myanmar,MMR,2010,11.9,21.6331994,20.1,22.88318064,2500.0,47963012.0,1338417.01096,2458284.67663,669658.064792,186631.205073,1636214.04214,358125.720887,114574.679543,1710245.5764,2099095.0036400002,855024.739883,792912.374693,254122.206399,690937.207603,822514.3040560001,997925.481443,809466.4079229999,1614023.43362,689207.351546,38618.096036400006,25440.8450377,147371.703633,86585.21547989998,800414.652146,19.8
Myanmar,MMR,2011,12.5,21.74280096,20.9,22.99684183,2531.0,48336763.0,1243429.57284,2270192.03029,628658.239213,173537.756623,1539914.50457,344603.374466,107468.94953800002,1723274.27375,2081242.98115,855288.5715770001,795097.6647300001,249728.835833,700316.6266300001,832960.553969,1003674.19807,823405.558319,1599124.66956,684689.6528899999,48568.053408499996,66396.089937,145495.40944400002,87375.186732,798396.264208,20.5
Myanmar,MMR,2012,13.2,21.84716497,21.7,23.10663609,2565.0,48724387.0,1145798.36321,2063205.9224099999,592891.233375,164577.902143,1440924.07326,332109.83464899997,102537.22570499999,1739903.4261,2066437.17732,857170.993839,797603.611073,246560.277142,711048.426768,844759.230139,1013150.56213,838736.864067,1589520.35147,676888.215137,37025.745352900005,74129.2766797,143518.531918,87542.80612410001,789333.359468,21.3
Myanmar,MMR,2013,13.9,21.94749891,22.5,23.2121732,2571.0,49119646.0,1049806.39457,1895548.1670400002,551810.533481,155125.60663199998,1346165.53802,320053.1499,96591.4074368,1759507.70735,2054003.4354,859864.243021,802980.557028,243559.923098,719144.961043,856591.721808,1024765.3598600001,853440.5047630001,1580114.87331,684024.703613,31720.544967,36815.1503711,142214.099948,87878.4576283,785000.7436439999,22.1
Namibia,NAM,2010,23.8,22.50983564,47.6,24.91159067,2055.0,2283289.0,456218.375541,169892.562803,11545.387156499999,7224.64699995,108556.122603,25638.3056013,9241.07835667,27005.8915949,60800.8957282,23246.2039376,5047.61227318,9426.99831862,26965.726357599997,42611.2326273,39588.5818903,24476.1272134,56924.087078900004,37485.601883899995,13.3601419674,26.5574675848,11343.302649500001,23337.0910847,33142.252093799994,31.8
Namibia,NAM,2011,24.5,22.57877137,48.3,24.97180099,2090.0,2324004.0,403978.04315,165902.938465,11581.7405467,6781.03998567,106666.665691,24951.0819691,9032.84987454,27324.4047967,60323.20635090001,23176.2859098,5082.33382663,9369.95150864,27421.9069493,43699.5375369,39795.7661915,25114.293098299997,57664.389450099996,37434.7069555,6442.29634365,28.7461577791,11511.7286581,23718.362910900003,33205.512124299996,32.5
Namibia,NAM,2012,25.2,22.64719288,49.1,25.0305723,2145.0,2364433.0,354617.152948,162447.960823,11849.9945675,6226.17144322,104785.569767,24382.804718,8941.2723656,27808.1332783,60040.9779393,23165.111802400002,5101.76661399,9340.66347062,27902.806812299998,44841.7432359,40139.52531130001,25856.8897021,58513.17505780001,37095.54139030001,14.8227275164,29.7312385327,11577.7138806,23893.6533382,33030.8839331,33.3
Namibia,NAM,2013,25.9,22.71290784,49.8,25.085362699999997,2171.0,2404477.0,324984.660521,158435.658662,11967.0433944,5716.94682414,104577.641504,24274.102063799997,9015.79688083,28570.680034200002,60859.6933716,23474.4836746,5229.02883407,9466.71609094,28549.7390142,46078.4688677,41071.67284,26633.265901299997,59608.569487400004,39459.8519655,22.0146028302,23.8044291544,11885.170921100002,24488.1084039,33479.7403904,34.1
Nepal,NPL,2010,13.7,22.37849312,19.4,21.67791785,2560.0,29959364.0,270583.009809,1828757.6711400002,209016.045583,135861.837232,1364096.0710200001,241772.665643,183665.793153,406859.62583800004,1044175.9167899999,524632.533679,141592.497429,151236.925349,353278.138033,499237.949417,421248.801036,430868.34077,655718.348955,260975.240635,9797.57387749,3524.85217341,154748.897257,45105.9349492,424624.823771,16.4
Nepal,NPL,2011,14.1,22.44737672,20.1,21.80707972,2614.0,30485798.0,259108.341474,1731359.69675,182929.613877,138166.146541,1350934.88006,237459.56873499998,176749.968193,415348.93467399996,1061289.53137,530443.175331,143634.24951700002,148545.883262,361041.733329,508254.676837,431348.066959,441404.800817,662464.5719979999,265915.35845,8958.16401698,4096.15069831,154509.310818,45772.651645699996,435683.24763500004,16.9
Nepal,NPL,2012,14.6,22.51651424,20.8,21.93755788,2655.0,31011137.0,250415.908622,1630402.72275,176509.92042799998,133754.00952300002,1325919.85457,233623.474862,172847.070148,424656.258199,1079635.51501,537449.78731,146107.792619,145944.63596400002,369212.58431999997,518348.38547700003,443454.936693,452702.341415,669707.1146310001,265979.297803,6142.70405376,4210.16454132,154026.18432200002,46168.9003182,432501.486066,17.4
Nepal,NPL,2013,15.0,22.58570865,21.5,22.06771175,2673.0,31535507.0,240780.34008400002,1521638.91823,168598.104131,129633.288213,1292800.67821,231793.547719,168137.508412,436447.57654700003,1101029.58121,546013.66858,149262.156977,144133.86689200002,378327.930117,528692.585338,456571.93180799996,465713.3747689999,679062.518755,269951.245099,15314.332854700002,3455.90443366,153880.768311,46861.977021,434086.026533,18.0
Netherlands,NLD,2010,61.0,25.77121851,47.3,25.04297099,3208.0,16612988.0,6190.32760128,108170.880292,129.92250255,1261.20763317,52913.8599317,15520.605716,5795.98017435,872617.310802,596745.955563,195386.82591500002,36174.1336877,58125.687184500006,350521.39600999997,436886.20128100005,234529.02032199997,512087.56994200003,435049.04871899995,64226.6140494,0.0,0.0,70688.3662358,12111.2226185,136452.450056,59.3
Netherlands,NLD,2011,61.4,25.79662073,47.6,25.04821065,3212.0,16664746.0,6130.32445696,108059.18708900001,136.71280016,1161.64539267,51977.37899519999,15020.3381872,5798.77356542,880522.8984790001,590372.523415,196411.92460199998,35739.1270456,57590.89435060001,355062.383819,436772.47681499994,234537.948464,516501.200366,437721.47383100004,63954.08674119999,0.0,0.0,71602.70381060001,12001.7119996,139361.518602,59.9
Netherlands,NLD,2012,61.8,25.82038302,48.0,25.04862753,3225.0,16714228.0,5717.06402869,108732.67415199999,145.803655246,1198.19303881,51469.4697236,14613.011121000001,5908.65176732,887552.2382709999,588523.523634,197940.551539,35565.288659699996,57169.386470800004,359251.000999,436152.122434,236065.85306199998,521322.045682,440992.418249,63827.6644592,0.0,0.0,72091.6302628,11916.366417799998,142559.928475,60.5
Netherlands,NLD,2013,62.2,25.8408359,48.2,25.04541578,3228.0,16761552.0,5607.58965765,109063.53450899999,146.286189477,1163.86942878,50915.425690599994,14265.204919,6000.92188935,886350.3113149999,583755.33609,197684.662621,34920.968733199996,56302.03049040001,363246.054243,437362.677712,236722.387241,526637.6301859999,444593.16453500005,63591.9761488,0.0,105.87366916100001,71904.7942717,11816.023578799999,145054.360569,61.0
New Zealand,NZL,2010,66.5,27.70525342,57.4,27.424500399999996,3139.0,4368136.0,1408.85133584,15167.945936000002,32.777693050100005,817.055710707,17962.2833966,2415.45128502,1442.98322562,171442.792851,144597.89453599998,52021.9048891,5389.31260149,10884.6798184,75134.9355495,122641.269009,48815.516477900004,126460.713468,105362.86969600001,29770.318917799996,33.6708806381,0.0,24522.866225499998,4474.91694037,39855.172869,64.8
New Zealand,NZL,2011,67.1,27.77037124,57.9,27.496207899999998,3137.0,4414509.0,1197.08195727,15827.9402143,32.2423279785,791.427585471,17826.3298965,2343.76061836,1441.84386298,172600.83052699998,144589.877188,52164.5502525,5458.09532071,10986.2598986,76306.6307007,123562.994053,48833.6551888,128171.316969,106080.58670700001,28771.677419,6929.29072419,351.465926705,24499.9723947,4414.6983842,40154.830139599995,65.3
New Zealand,NZL,2012,67.7,27.83484078,58.5,27.56849768,3127.0,4461257.0,1214.14524808,15470.105937399998,63.2225708753,765.0278096589999,17548.8132099,2305.76992059,1437.1025028,174718.02783,145061.62128599998,52466.8950429,5530.56883727,11084.5652957,77322.91204930001,124247.100557,49123.5064807,129849.646451,106796.231927,29177.5705283,32.6059428287,0.0,24256.914882499997,4329.99183414,40140.12185330001,65.9
New Zealand,NZL,2013,68.2,27.89967841,59.0,27.64073166,3137.0,4508166.0,1194.09661359,14994.243087399998,31.615919981999998,710.123364013,17196.403404900004,2287.27774912,1417.85550521,177049.02856600002,145116.781741,52778.124906699995,5590.05519416,11252.3002943,78388.15985519999,125342.060831,49471.4835901,131700.26223,107676.028928,26667.6447023,116.39960727200001,4.22282955711,23728.5370382,4257.08064155,40671.2367812,66.4
Nicaragua,NIC,2010,43.2,25.64732371,54.7,27.37917299,2513.0,5788163.0,9862.08478735,103205.822824,5563.05927066,5912.77541288,88374.8329085,22845.4096918,4166.21946326,75756.16885599999,103338.578954,27719.6784044,31970.914633200002,16799.837567299997,71726.14494089999,111274.503361,115203.586095,73119.9330008,160039.812467,38810.8154189,4365.27096634,2610.50596141,22316.2514761,34175.2199812,51801.1650812,50.2
Nicaragua,NIC,2011,43.8,25.72014305,55.3,27.48614395,2543.0,5869859.0,9777.29981671,97625.4334733,5283.95649743,5633.13355803,83503.5814742,21557.944767200002,3954.68113436,77583.5819036,106383.01946699999,28085.000533099996,33427.3668887,16853.621016999998,73016.71583710001,113387.98155,119508.25496199999,75052.2867005,159580.60721400002,39322.8824058,1644.0388074,3182.25189281,22179.8250323,33688.577318799995,52515.09392780001,50.9
Nicaragua,NIC,2012,44.5,25.79170085,55.9,27.59343702,2560.0,5954898.0,9642.94963437,93032.5712144,5186.32544983,5512.29184754,78756.33850710001,20496.523498299997,3857.34566298,80002.26258099999,110138.66674100001,28603.3890621,35135.410932,17075.9445868,74663.6720016,115606.540675,124261.419155,77310.3434271,159216.446905,40920.0456806,1478.27978911,3203.95934342,22654.180709099997,34254.5095908,53037.49097019999,51.7
Nicaragua,NIC,2013,45.2,25.86388464,56.5,27.70063987,2638.0,6041763.0,9660.11048222,88899.6538467,5184.68395564,5359.55625298,74271.54898239998,19695.5179352,3780.44374061,82391.2393446,113585.808679,29143.4284242,36742.6164755,17332.2201467,76135.7820781,117832.13380999998,128667.941246,79489.4664706,159136.537902,42300.145703500006,2129.3532234,2644.88445284,23271.7049396,34927.3988859,54053.662725400005,52.4
Niger,NER,2010,10.7,21.15312738,23.2,21.83178911,2533.0,15511953.0,467750.52335200005,3796708.98184,3182513.0839299997,192299.260044,1341884.1838200002,555085.538076,100192.07638099999,206498.485938,416556.687856,106248.097779,70030.7906458,115770.54143299999,137567.432416,245928.226402,297032.177396,164024.474139,618560.1316020001,110557.92639000001,7.39521737026,2348.51011306,23912.754758000003,27783.5935481,357119.308922,17.3
Niger,NER,2011,10.8,21.18647578,23.8,21.90516453,2534.0,16068994.0,446732.32095100003,3645765.4396900004,3256995.2412099997,199995.840512,1359730.32367,563025.581175,97797.02468139998,214610.62481500002,430787.40153800003,109853.47058,70372.9353731,117437.24826300002,142514.857338,255308.56995700003,304503.00139,169533.61510599998,638485.409966,113133.208969,7.91639398488,1709.48008308,24944.452636,28872.2120357,363744.066368,17.7
Niger,NER,2012,10.9,21.22395476,24.4,21.98227446,2567.0,16644339.0,431362.98839899997,3670695.1684800005,3145799.56485,203785.024366,1381055.14083,574805.649644,97559.2870637,223780.95576500002,446391.360637,114151.960706,71919.3112964,120517.32088399999,148412.81362899998,265562.851545,314477.256299,175581.593077,661248.4908949999,116629.855798,5760.53633096,277.351027118,26040.3485382,30107.3921825,373784.289675,18.1
Niger,NER,2013,11.1,21.25878836,25.1,22.05770256,2547.0,17239826.0,419691.639797,3677539.19294,3003114.35236,208094.835137,1404064.50804,593500.5603819999,99522.0927452,234908.313914,464702.182785,118889.347468,74506.2371779,124840.78154000001,154844.12706099998,276320.932125,327455.842114,181864.386574,686876.661021,122034.546255,2067.83228125,6356.34329107,27355.4322361,31642.3692114,389014.047551,18.5
Nigeria,NGA,2010,20.7,22.47219043,35.6,23.68007724,2706.0,158423182.0,12660214.7242,27880786.7031,24682806.4884,1071245.77904,17382991.3919,4650772.10724,1175883.2563399998,2032985.6096,2367271.6998400004,798043.58033,893848.2562040001,723264.417171,1391875.69371,2771667.91012,2631246.2957099997,1803071.6753200002,6495185.391480001,1208623.11607,43.343213150299995,53748.10654269999,230907.578394,113808.11338299999,2997453.36658,22.2
Nigeria,NGA,2011,21.4,22.54715244,36.6,23.75459326,2706.0,162470737.0,12444183.0587,27678719.7502,23521057.751,1031706.3600600001,17371728.9129,4639403.39166,1165611.87669,2062810.68585,2357004.49824,804446.42463,876600.180061,722554.573425,1425360.49351,2831283.22815,2648114.61603,1845269.3027700002,6638929.125080001,1224261.1747,11675.6230244,113024.411723,229028.301331,116699.96871900001,3053068.20555,22.8
Nigeria,NGA,2012,22.1,22.61353561,37.6,23.82320654,2665.0,166629383.0,12214432.5575,27223449.9248,22506337.7924,1011861.16052,17341616.1975,4689680.43829,1180314.72136,2112317.30095,2371347.10241,817640.444142,869875.5855120001,732116.741268,1463698.9717,2889701.3464,2702017.76219,1888078.91142,6803302.77573,1252566.14,23808.9122153,127021.55523800002,229627.918169,119746.679571,3146038.78785,23.5
Nigeria,NGA,2013,22.9,22.67372427,38.6,23.88683648,2700.0,170901148.0,11737225.8382,26537041.5136,22232551.1812,998107.433482,17250949.764000002,4633424.95424,1165572.32583,2179639.13339,2400092.04153,831428.141986,871889.088437,735349.713905,1503284.7802,2953167.61393,2738369.60071,1933536.98883,6939753.0204300005,1284053.57018,89.43979942680001,176831.937664,233145.53795700002,122357.34393599999,3164729.35312,24.1
North Korea,PRK,2010,17.8,22.08574205,21.6,22.15745251,2089.0,24346229.0,120080.552242,530796.2784020001,12055.6888385,34851.8900056,688674.746241,195057.414834,36172.324671300004,1218108.24689,1727879.7999099998,560522.1095659999,106272.31663,104740.938695,261726.998344,490950.47918100003,401981.779311,453538.780533,832882.9196189999,428062.56748800003,264.304505175,0.0,132190.754358,51742.312928600004,480511.878124,30.3
North Korea,PRK,2011,18.1,22.13508843,21.7,22.17270883,2100.0,24451285.0,118529.670079,515472.956386,11644.3629561,32782.7312995,678541.806871,184649.759821,35415.5001078,1237006.79735,1760018.0494099997,569997.310893,107553.33448199999,105635.645811,265797.851948,495601.083797,406106.662405,459540.246841,833506.0510140001,432459.333883,4007.77623117,0.0,132748.931845,51938.1946025,478544.9090229999,30.8
North Korea,PRK,2012,18.3,22.18511143,21.8,22.18764985,2105.0,24553672.0,117079.809424,499021.290629,11310.3151015,31907.5028283,668971.434568,175400.67196900002,34938.1423136,1254403.0021799998,1789692.7941400001,577899.983643,108782.49070899999,106491.66886599999,269662.094712,499676.297984,410413.88650799997,465732.728813,833681.202496,432987.616859,7646.88514068,0.0,132834.615034,51733.9938841,479649.42598100007,31.3
North Korea,PRK,2013,18.6,22.236419899999998,22.0,22.20289507,2094.0,24654358.0,116907.59646500001,486625.680529,11015.6333467,31067.530850400002,656253.2706810001,167121.24343499998,34573.66571369999,1272523.03975,1820208.2046,586171.485306,110084.15572000001,107336.98641900001,273828.80357,503467.87504300004,415204.45935799996,472282.978587,832779.7807090001,434793.507072,2874.06176633,0.0,133035.76518,51217.510946099996,476001.218282,31.8
Norway,NOR,2010,63.5,26.76147153,51.3,25.30519928,3486.0,4883111.0,1625.49522757,27891.8202182,34.9963760793,366.74456809,12894.9007935,4225.48463496,1798.38823461,204888.305052,188036.082368,55751.7992913,8465.37051347,14545.9133034,104203.880366,139277.182278,61927.236133800005,126208.728397,117644.908718,21906.5728225,495.612448065,244.424280377,24839.5886042,3537.6473849,55676.6605804,58.9
Norway,NOR,2011,64.0,26.82441237,51.5,25.32513232,3488.0,4924848.0,1753.54685072,27940.20265,34.4926456296,348.27203564,12668.844099400001,4260.01491745,1828.04711974,205536.68571400002,185566.749671,55985.0902918,8408.05854062,14592.587871099999,105401.99023200001,140774.21959300002,61990.9647541,127497.794107,118601.76403199999,21664.790907599996,453.175558412,1.5643736799799999,25257.5024366,3686.87454866,56217.5604164,59.4
Norway,NOR,2012,64.4,26.8884391,51.7,25.34341893,3499.0,4960482.0,1694.41230631,27909.7525948,59.5656124793,301.756442743,12706.2005983,4284.3354414000005,1830.60412247,205111.698059,182897.560667,56152.6204694,8390.31345241,14589.907700100002,106695.102474,142471.570994,62197.897108000005,128865.71962,119891.67286300001,20742.7357334,36.1877423874,1.58397979556,24179.3086398,3495.12742618,56383.161046500005,59.8
Norway,NOR,2013,64.9,26.95020291,51.9,25.35946973,3485.0,4991997.0,1410.16312107,27582.852407599996,34.209857278600005,328.406095207,12618.4845251,4285.19179562,1817.57950642,204975.578764,179228.229854,56090.96629419999,8431.08826713,14474.361959,107696.48998599999,144116.255646,62253.734226,130279.644454,120858.303754,20217.9062106,333.127177109,3.09718474018,24017.203715,3479.86188298,57011.641423,60.3
Oman,OMN,2010,58.1,25.76471081,64.1,26.08812273,3058.0,2782435.0,1530.46501065,24958.488620400003,974.8187309260001,675.849699171,28797.5448658,13254.2761968,5556.30110879,24458.5514904,83202.0448282,11565.323203,4382.58890356,3327.95957709,37780.6965693,68006.0992867,56667.657491,50076.689345,66572.4379868,76523.26119219999,941.574135815,0.0,4299.45756214,1755.0052859000002,24409.2807594,51.8
